longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-117.72,34.03,17,2902,476,1652,479,5.6029,161800,INLAND
-117.86,33.99,10,17820,2812,8686,2666,NA,310700,<1H OCEAN
-121.66,39.09,27,2098,372,1090,333,4.45,96200,INLAND
-118.29,34.03,29,3544,1384,3323,1213,1.0219,258300,<1H OCEAN
-122.28,37.79,30,4145,869,3668,855,2.5444,275000,NA
-121.79,37.69,25,6296,1082,3200,1047,4.5357,188400,INLAND
-122,37.98,32,1013,169,436,173,5.1118,226900,NA
-118.11,34.01,41,815,252,775,231,2.2847,190000,<1H OCEAN
-118.92,35.38,33,3122,579,1733,545,3.8307,70600,INLAND
-117.63,33.47,4,2320,405,1408,477,NA,256000,NEAR OCEAN
-119.78,36.33,16,1006,212,515,200,3.2386,112500,INLAND
-115.98,33.32,8,240,46,63,24,1.4688,53800,INLAND
-118.18,33.78,36,1697,550,1379,434,1.2746,129700,NEAR OCEAN
-117.23,32.8,27,1297,355,NA,337,2.4643,244400,NEAR OCEAN
-120.84,37.92,27,471,84,195,72,3.3333,208300,INLAND
-119.04,35.32,20,37,11,34,8,1.2,50000,INLAND
-120.44,34.96,30,1685,315,1290,368,3.4722,112500,<1H OCEAN
-117.31,34.51,18,2704,698,1611,597,2.0243,82300,INLAND
-121.72,37.7,17,1671,352,729,252,6.1023,450000,INLAND
-121.87,37.22,17,2825,365,1052,345,NA,485000,<1H OCEAN
-118.17,34.04,45,911,238,1005,229,2.8167,114000,<1H OCEAN
-122.42,37.75,52,1207,302,1008,269,3.3816,262500,NA
-121.95,38.65,19,1265,228,755,218,3.3472,69800,INLAND
-117.93,33.78,28,4380,820,2187,835,3.9018,182300,<1H OCEAN
-117.23,33.1,4,1862,291,685,248,NA,237400,NEAR OCEAN
-121.08,39.02,13,1839,275,752,270,4.2031,209600,INLAND
-121.94,38.38,25,182,48,71,52,1.0208,78600,INLAND
-122.42,37.8,52,3823,1040,1830,977,4.2458,450000,NEAR BAY
-118.01,33.74,25,8110,1264,3613,1232,6.0609,264900,<1H OCEAN
-122.01,36.97,43,2162,509,1208,464,2.5417,260900,NEAR OCEAN
-117.08,33.16,11,6341,1030,2697,977,4.8554,206700,<1H OCEAN
-118.34,34.01,35,1359,359,NA,341,2.5568,312500,<1H OCEAN
-118.13,33.82,44,1785,307,779,291,4.3056,228600,NA
-116.88,33.74,20,3111,623,1000,508,1.5982,140000,INLAND
-118.21,34.09,39,1287,353,1171,345,1.6118,138500,<1H OCEAN
-117.62,34.11,17,1869,311,831,262,6.148,243900,NA
-116.46,33.82,6,4863,920,3010,828,3.9508,104200,INLAND
-121.79,37,28,2715,451,1154,386,4.8021,290400,<1H OCEAN
-117.26,33.26,9,4609,798,2582,746,4.3429,173900,<1H OCEAN
-117.13,32.71,38,993,246,NA,205,1.1563,82700,NEAR OCEAN
-118.14,34.17,34,2384,604,2073,540,2.3062,158000,<1H OCEAN
-122.07,37.91,28,1731,295,810,295,5.0391,259800,NA
-117.1,32.97,17,3167,861,2098,828,2.4459,85800,<1H OCEAN
-117.17,32.72,44,626,256,572,229,1.5909,262500,NEAR OCEAN
-118.42,34.06,40,2933,565,1077,536,6.1527,500001,<1H OCEAN
-117.49,33.64,3,8874,1302,NA,1027,NA,302000,<1H OCEAN
-122.01,37.25,31,1574,193,551,191,NA,500001,<1H OCEAN
-119.48,36.54,28,2112,363,1011,335,4.2222,108900,INLAND
-120.97,37.67,31,1648,293,792,294,2.4,121500,INLAND
-119.74,34.41,30,2365,417,1053,409,5.5959,346200,NEAR OCEAN
-119.54,36.61,20,1490,318,NA,326,1.4937,54700,INLAND
-118.31,34.11,52,1875,303,735,293,5.8659,433300,<1H OCEAN
-121.72,36.81,18,1984,379,1078,359,3.2969,229900,<1H OCEAN
-117.96,33.81,34,1416,277,NA,284,4.7772,182500,<1H OCEAN
-116.88,33.02,16,3204,541,1818,529,5.2596,171500,<1H OCEAN
-117.68,34.08,28,2459,492,1230,498,3.0978,137200,INLAND
-122.32,37.97,29,2347,464,1135,490,3.9722,161000,NEAR BAY
-118.38,33.86,12,4235,735,1798,683,NA,365500,NA
-121.81,37.26,14,3379,683,1465,620,4.0547,236200,<1H OCEAN
-117.04,33.01,28,922,107,314,97,NA,342300,<1H OCEAN
-119.01,35.28,10,7011,1453,4163,1307,2.7659,77500,INLAND
-118.08,33.89,33,2131,435,2045,426,4,145700,<1H OCEAN
-118.29,33.93,31,3894,1017,NA,962,2.0437,137200,<1H OCEAN
-122.28,37.84,49,1916,447,863,378,1.9274,122300,NEAR BAY
-118.28,33.97,38,1819,497,2110,499,1.6027,97300,<1H OCEAN
-119.26,34.27,42,918,204,394,204,4.0069,214300,NA
-117.13,32.92,17,1481,315,1002,300,3.6196,163400,<1H OCEAN
-122.26,37.53,4,5233,1109,1690,907,NA,311800,NA
-122.26,37.46,26,5067,750,1996,728,NA,500001,NA
-120.85,37.07,16,1795,362,1642,340,2.5363,86300,INLAND
-122.25,37.77,52,859,157,429,158,4.3098,197900,NEAR BAY
-117.7,33.6,25,1321,295,396,278,3.1131,77100,<1H OCEAN
-119.14,36.06,32,1838,441,1628,425,1.6452,41500,INLAND
-117.23,32.75,11,4304,1245,1960,1105,3.3456,159800,NEAR OCEAN
-117.52,33.84,20,688,146,575,144,3.55,111000,INLAND
-117.85,33.77,16,2186,511,908,466,4.575,225000,<1H OCEAN
-121.02,36.94,33,1541,313,880,272,2.5074,117700,INLAND
-117.1,32.83,16,1049,154,467,160,NA,248100,<1H OCEAN
-120.53,39.79,18,1234,266,543,201,2.5156,71900,INLAND
-121,37.64,43,311,95,293,94,1.2902,67500,INLAND
-117.38,33.96,30,3153,623,1544,575,3.4491,133800,INLAND
-118.44,34.05,18,4780,1192,1886,1036,4.4674,500001,<1H OCEAN
-118.37,33.95,5,6955,2062,3591,1566,3.111,247600,<1H OCEAN
-119.02,35.39,52,191,52,NA,49,2.0455,72500,INLAND
-117.65,34.02,9,2107,411,1138,389,4.4042,159100,INLAND
-117.42,34.59,8,5445,1360,3220,1214,1.7567,69500,INLAND
-122.1,37.68,38,1779,413,1061,400,3.0962,180900,NEAR BAY
-122.18,37.77,42,1180,257,877,268,2.8125,97300,NEAR BAY
-118.63,34.17,33,4769,787,2019,743,5.5798,338200,<1H OCEAN
-119.1,34.31,21,2424,527,1379,484,2.6786,184000,<1H OCEAN
-117.67,35.64,6,2115,342,927,337,NA,115700,INLAND
-118.4,33.78,26,5005,776,2357,790,NA,500001,NEAR OCEAN
-118.33,33.96,42,2084,517,1062,451,2.0057,198200,<1H OCEAN
-118.57,34.2,36,2559,469,NA,445,4.5568,201500,<1H OCEAN
-121.74,36.49,33,2952,565,1264,517,4.4209,274600,NA
-119.25,35.76,36,2332,656,NA,610,1.6045,57300,INLAND
-122.44,37.67,35,1814,365,1025,384,4.425,268400,NEAR OCEAN
-117.94,34.05,34,1519,304,1262,300,3.3409,161200,<1H OCEAN
-118.43,34.16,34,2459,489,1139,463,4.0347,353600,<1H OCEAN
-118.14,33.91,34,2011,472,NA,423,3.0465,187800,<1H OCEAN
-118.58,34.21,27,2209,353,1034,344,4.7125,250900,NA
-117.95,33.94,28,2851,496,1287,496,5.0782,264100,<1H OCEAN
-117.98,34.03,21,797,162,484,166,2.625,191100,<1H OCEAN
-117.91,33.91,32,1530,301,NA,276,4.125,230200,<1H OCEAN
-117.87,33.78,21,2487,573,1515,494,4.3039,168500,<1H OCEAN
-122.35,40.54,17,2280,453,976,434,2.71,97800,INLAND
-118.24,33.91,36,1446,316,1286,314,2.7083,103600,<1H OCEAN
-119.03,35.41,37,1761,443,911,365,2.0331,53200,INLAND
-117.43,34.1,43,1898,418,971,366,2.4735,89900,INLAND
-119.67,36.82,2,2579,376,1133,342,4.5577,123300,INLAND
-118.4,34.21,30,2453,544,NA,506,2.9803,191500,<1H OCEAN
-119.12,35.38,18,1521,269,706,279,4.4196,121000,INLAND
-118.61,34.31,4,1949,458,868,398,5.0151,285200,<1H OCEAN
-117.14,32.75,19,1358,613,766,630,1.0353,150000,NEAR OCEAN
-122.01,37.3,25,4044,551,1699,533,NA,380600,<1H OCEAN
-122.04,37.62,35,1032,173,NA,176,NA,208500,NEAR BAY
-119.86,34.38,28,1062,309,1058,305,1.5071,316700,NEAR OCEAN
-121.38,36.84,6,3769,669,NA,648,4.1875,217600,INLAND
-120.61,37.32,18,5009,826,2497,805,4.25,146300,INLAND
-122.16,37.17,35,6422,1380,2755,1064,5.0165,202300,NEAR OCEAN
-118.25,33.94,44,1463,312,940,312,2.3333,99800,<1H OCEAN
-119.32,36.19,11,3136,620,2013,583,3.335,69700,INLAND
-117.98,33.75,37,1264,274,783,273,3.3438,199600,<1H OCEAN
-118.03,33.96,37,1180,256,NA,242,3.117,164600,<1H OCEAN
-118.64,34.25,47,1315,290,581,268,5.4024,253000,<1H OCEAN
-119.32,36.62,15,1070,256,1070,243,1.5642,51500,INLAND
-122.13,37.43,40,3454,648,NA,647,5.2114,438400,NEAR BAY
-118.61,35.08,6,3660,646,NA,482,3.4911,137200,INLAND
-121.98,37.36,35,1440,267,743,259,5.0866,254600,<1H OCEAN
-117.23,33.09,7,5320,855,2015,768,NA,279600,NA
-118.47,34,42,1271,301,574,312,3.1304,340500,<1H OCEAN
-122.5,37.74,42,1667,395,NA,387,3.9583,273700,NA
-118.39,34.2,17,2594,1028,3950,973,2.0348,177200,<1H OCEAN
-118.09,33.9,37,1147,258,742,242,4.0461,153500,<1H OCEAN
-122.19,37.78,52,2198,397,984,369,3.22,156500,NEAR BAY
-118.48,34.28,35,2132,368,1128,341,5.3107,227100,<1H OCEAN
-121.94,37.93,16,3421,427,1341,428,NA,320400,INLAND
-118.09,33.91,14,2369,604,1546,464,3.7969,159400,<1H OCEAN
-117.98,33.84,35,984,179,NA,199,5.0747,189600,<1H OCEAN
-118.41,33.88,34,540,107,213,104,NA,500001,<1H OCEAN
-118.02,33.77,34,2115,352,1253,338,5.1507,207500,<1H OCEAN
-118.4,33.97,44,2825,453,1221,461,5.9544,377200,<1H OCEAN
-122.01,36.98,27,2820,730,1511,745,2.589,242400,NA
-117.87,33.92,17,4575,764,2054,737,6.0571,272400,NA
-122.99,39.02,14,1582,301,851,273,3.45,164100,<1H OCEAN
-120.67,38.19,17,2967,611,1387,564,2.0417,92600,INLAND
-119.04,35.96,18,1187,308,1343,277,1.875,51700,INLAND
-118.28,33.97,35,2305,634,1978,568,1.375,100000,<1H OCEAN
-119.67,34.44,32,3202,537,1316,538,5.2888,463800,<1H OCEAN
-118.47,33.99,37,2155,721,1082,637,3.4071,267500,NA
-119.88,34.43,16,1734,365,962,391,4.4777,282500,NEAR OCEAN
-117.25,33.22,19,2167,443,NA,435,3.5,135800,<1H OCEAN
-118.31,34.05,35,2007,571,1513,554,2.1162,229200,<1H OCEAN
-117.07,32.91,5,2234,256,894,253,NA,477600,<1H OCEAN
-120.26,39.32,24,6012,1227,780,358,3.0043,122100,INLAND
-122.44,37.8,52,2869,594,500,335,5.0376,500001,NEAR BAY
-118.3,33.86,35,1511,274,NA,308,4.9792,251300,<1H OCEAN
-122.42,40.57,10,7949,1309,3176,1163,4.1099,120100,INLAND
-122.21,37.78,52,1056,224,792,245,2.6583,142600,NEAR BAY
-118.22,33.91,27,500,159,732,162,2.7426,103100,<1H OCEAN
-118.37,34.14,23,1883,512,774,478,3.5096,396400,<1H OCEAN
-117.9,33.93,12,4325,1191,1897,1080,3.3173,247400,<1H OCEAN
-121.37,38.6,36,1119,144,NA,150,5.8336,283300,NA
-118.27,33.82,33,1596,337,1650,329,4.3687,173500,<1H OCEAN
-122,38.73,31,371,74,208,84,3.875,137500,INLAND
-122.03,37.55,22,9167,1373,4319,1404,NA,284800,NEAR BAY
-121.79,37.23,16,2240,300,1221,305,6.0198,289600,<1H OCEAN
-121.63,38.67,34,431,85,NA,77,2.625,225000,INLAND
-121.52,38.53,31,3089,585,1366,561,4.2885,160300,INLAND
-117.66,33.61,16,2022,254,789,270,NA,286900,<1H OCEAN
-122.29,37.87,52,895,198,386,204,3.875,182600,NEAR BAY
-121.96,37.96,28,1838,273,899,270,5.2145,229200,NA
-117.65,34.06,41,1171,334,1479,334,2.25,90500,INLAND
-117.75,34.01,4,22128,3522,10450,3258,6.1287,289600,<1H OCEAN
-117.27,33.04,27,1839,392,1302,404,3.55,214600,NEAR OCEAN
-117.93,33.84,23,2870,653,1680,598,3.2301,189900,<1H OCEAN
-122.26,38,14,2338,391,1003,398,4.2269,170500,NEAR BAY
-117.54,33.76,5,5846,1035,3258,1001,4.7965,160800,<1H OCEAN
-117.96,33.94,31,2397,518,1407,476,2.6641,185200,<1H OCEAN
-117.1,32.67,26,2629,763,2721,767,2.0982,109100,NEAR OCEAN
-122.29,40.44,30,1270,365,840,324,1.3904,48100,INLAND
-118.14,34.7,12,1984,614,1071,574,1.2532,102100,INLAND
-117.08,32.7,35,1477,264,852,279,3.1786,100600,NEAR OCEAN
-121.9,37.4,16,2998,603,1606,615,3.7622,150000,<1H OCEAN
-118.27,34.02,21,1314,375,1505,366,2.319,97200,<1H OCEAN
-122.28,37.87,46,1777,446,805,431,2.8676,212000,NEAR BAY
-117.19,33.9,3,21060,3366,9623,2812,4.189,143000,INLAND
-117.91,33.82,32,1408,307,NA,284,3.7014,179600,<1H OCEAN
-118.48,34.19,20,5699,1594,3809,1381,2.8646,221100,<1H OCEAN
-121,37.66,43,2039,331,875,342,3.9844,152000,INLAND
-122.42,37.71,44,2080,489,1781,478,3.6827,215300,NEAR BAY
-118.26,34.02,41,848,323,1428,313,1.5603,109600,<1H OCEAN
-119.94,38.95,25,1789,536,1134,396,2.32,91300,INLAND
-122.46,37.78,47,1682,379,837,375,5.2806,400000,NEAR BAY
-122.41,37.8,52,1866,748,2957,710,1.8295,243800,NEAR BAY
-115.48,32.8,21,1260,246,805,239,2.6172,88500,INLAND
-121.44,38.51,27,7212,1606,4828,1549,2.214,82400,INLAND
-117.71,34.05,20,2281,444,1545,481,2.5735,130500,INLAND
-122.46,37.7,37,1028,275,904,261,3.5035,238600,NEAR OCEAN
-120.98,39.93,25,2220,511,912,449,1.8914,87800,INLAND
-118.33,33.97,44,2526,579,1423,573,2.5363,158800,<1H OCEAN
-116.15,33.69,22,197,54,331,70,2.9286,112500,INLAND
-116.94,33.74,19,2901,445,1414,475,4.6406,118900,INLAND
-118.9,34.18,14,2627,328,1121,328,NA,333800,<1H OCEAN
-118.36,34.18,34,1471,423,995,386,2.9583,188700,<1H OCEAN
-122.12,37.42,36,2607,551,1165,523,5.1524,373100,NEAR BAY
-117.35,34.04,14,2991,522,1729,537,3.5139,146800,INLAND
-122.38,37.73,38,1388,276,871,265,2.1667,193800,NEAR BAY
-118.21,33.9,35,2420,579,2010,540,2.0817,104600,<1H OCEAN
-118.33,34.16,23,1359,428,770,380,3.4016,234600,NA
-118.43,34.19,27,3440,739,1827,712,4.125,245500,<1H OCEAN
-118.18,33.83,39,3622,745,1330,648,3.3125,425500,NEAR OCEAN
-117.11,33.74,18,4799,1035,1966,944,2.1182,71300,INLAND
-118.95,35.37,34,1672,359,1059,349,2.1588,61300,INLAND
-121.97,37.35,36,815,126,353,122,NA,258300,NA
-119.18,35.5,36,1253,259,932,249,2.1635,110400,INLAND
-117.99,33.71,17,1600,458,1803,432,2.7865,216700,<1H OCEAN
-122.17,37.74,43,818,193,494,179,2.4776,101600,NEAR BAY
-122.27,38.12,45,4423,1001,2109,874,2.6937,111800,NEAR BAY
-118.46,34.23,19,9902,2814,7307,2660,2.585,145400,<1H OCEAN
-118.19,34.07,42,1555,337,1152,348,3.375,169600,<1H OCEAN
-122.48,37.71,39,3615,632,1571,615,5.1149,314200,NA
-117.05,33.14,16,4552,1166,2737,1051,2.25,136300,<1H OCEAN
-118.01,33.89,34,1653,292,1003,310,4.6,203400,<1H OCEAN
-116.91,32.85,21,4152,703,2255,697,4.5096,159500,<1H OCEAN
-121.26,38.73,14,3323,499,1527,540,5.3451,172100,INLAND
-118.2,33.91,36,2283,499,1836,462,2.8793,118100,<1H OCEAN
-122.15,37.35,23,3814,485,1344,464,NA,500001,NA
-122.2,37.78,45,1766,332,869,327,4.5893,163500,NEAR BAY
-121.28,38.7,15,5828,1051,2868,1037,3.7813,143200,INLAND
-122.49,37.78,52,3440,722,1663,665,3.0278,356300,NEAR BAY
-121.83,36.61,27,2248,466,1644,453,3.2545,131200,<1H OCEAN
-122,37.31,28,3811,585,1795,581,NA,372700,<1H OCEAN
-118.3,33.91,34,1617,493,NA,500,2.6182,172600,<1H OCEAN
-119.53,36.61,33,587,170,730,162,1.5625,55800,INLAND
-121.47,38.55,52,1384,295,561,244,2.0242,94600,INLAND
-122.32,37.94,47,1911,283,697,275,NA,267700,NEAR BAY
-121.88,36.96,18,4910,817,NA,773,5.8325,308800,NEAR OCEAN
-118.44,34.06,14,520,292,282,213,2.2857,500001,<1H OCEAN
-122.26,37.88,52,2255,410,823,377,5.7979,415300,NEAR BAY
-118.9,34.26,5,25187,3521,11956,3478,NA,321300,<1H OCEAN
-122.05,37.54,25,4209,731,2568,703,5.2882,223100,NEAR BAY
-122,37.28,32,2782,495,1092,455,5.4103,335900,<1H OCEAN
-117.78,33.71,16,2207,291,1081,308,NA,331200,<1H OCEAN
-119.72,34.43,36,1156,309,NA,304,2.6014,320600,<1H OCEAN
-120.49,37.29,17,2414,594,2487,582,1.0955,62700,INLAND
-118.36,33.99,45,2005,368,909,364,4.6406,268900,<1H OCEAN
-118.15,34.67,5,12317,2953,6291,2654,3.5732,146900,INLAND
-118.11,33.9,26,4173,893,2471,863,3.5052,196000,<1H OCEAN
-117.25,32.73,38,1840,291,633,283,4.9125,383600,NEAR OCEAN
-117.95,33.99,15,3978,692,2418,665,5.0142,269900,<1H OCEAN
-120.96,37.64,41,1467,328,673,310,2.7917,90700,INLAND
-120.45,34.94,24,1702,447,1240,417,2.4091,115500,<1H OCEAN
-117.43,33.93,36,2386,396,1176,374,4.5122,113300,INLAND
-119.36,36.21,25,1170,259,804,257,1.3889,50200,INLAND
-117.25,33.2,10,2050,473,1302,471,2.7961,131300,<1H OCEAN
-117.7,33.62,16,9653,2000,NA,1922,3.7361,197200,<1H OCEAN
-117.95,33.77,38,989,246,691,204,3.2632,180900,<1H OCEAN
-118.33,33.98,30,3112,931,2739,841,1.6531,118500,<1H OCEAN
-118.41,33.97,44,2789,503,NA,474,4.6176,352300,<1H OCEAN
-121.06,37.42,52,504,96,295,97,3.5,73500,INLAND
-117.9,33.71,15,539,71,287,66,NA,305200,NA
-121.27,38.13,40,2402,509,1197,486,2.1771,98200,INLAND
-118.35,33.94,42,1028,278,1369,261,3.3125,144600,<1H OCEAN
-118.31,33.96,43,2118,569,1266,500,1.747,121000,<1H OCEAN
-121.87,37.41,17,3719,588,2089,561,NA,273700,<1H OCEAN
-121.92,38.01,7,1632,248,879,262,6.1237,166000,INLAND
-118.39,34.19,36,904,191,627,191,2.4167,192900,<1H OCEAN
-122.12,37.68,35,1958,484,1146,448,2.95,148900,NEAR BAY
-118.28,34.03,25,1407,550,1193,472,1.2989,225000,<1H OCEAN
-118.08,33.99,36,2024,590,2028,573,2.8152,163900,<1H OCEAN
-122.33,41.86,19,3599,695,1572,601,2.234,58600,INLAND
-119,35.31,37,1337,275,767,273,1.6522,53300,INLAND
-118.21,33.96,38,2090,519,NA,504,2.4688,169000,<1H OCEAN
-118.03,33.78,26,2001,302,836,298,5.1061,257500,<1H OCEAN
-118.29,34.09,39,336,173,586,151,1.8056,262500,<1H OCEAN
-118.73,34.29,11,5451,736,NA,752,NA,343900,<1H OCEAN
-121.2,39.23,9,2802,447,955,418,5.2359,213300,INLAND
-119.03,35.35,34,1441,294,NA,275,2.6875,73700,INLAND
-118.26,34.13,37,1383,470,1185,451,2.5,207100,<1H OCEAN
-121.88,37.44,26,1471,348,1089,320,5.3057,226400,<1H OCEAN
-118.08,33.97,35,825,155,590,144,4.6333,161200,<1H OCEAN
-118.02,33.77,7,586,118,232,107,5.2077,181300,<1H OCEAN
-117.35,34,38,1214,254,723,236,2.5469,87800,INLAND
-120.96,37.48,32,1256,212,682,236,2.9844,135900,INLAND
-118.37,34.06,52,2402,506,878,464,4.0217,500001,NA
-122.41,37.8,52,1724,416,1016,395,3.3839,400000,NEAR BAY
-119.33,36.22,9,3748,644,1955,620,4.2011,108100,INLAND
-118.31,34.06,24,1336,453,1268,426,2.8202,500001,<1H OCEAN
-117.25,32.96,18,4773,743,1970,716,NA,406200,NEAR OCEAN
-118.49,34.28,27,2535,389,1071,386,NA,319400,<1H OCEAN
-118.33,34.21,31,3190,489,1362,480,NA,402900,<1H OCEAN
-119.09,35.41,12,3449,522,1754,551,5.6235,130600,INLAND
-122.55,38.02,27,4985,711,1928,742,NA,361500,NEAR BAY
-121.88,38.03,10,2769,619,1045,469,4.1111,158600,INLAND
-118.12,33.83,44,1712,314,NA,293,4.3594,221300,<1H OCEAN
-117.96,34.09,30,2686,613,2477,573,3.4427,160800,INLAND
-117.38,33.21,31,1502,367,NA,342,2.6442,103300,NEAR OCEAN
-122.12,37.43,33,3262,668,1411,626,5.316,398100,NA
-116.52,33.97,13,3921,754,1902,665,3.3616,89600,INLAND
-121.83,37.31,19,11181,1895,7817,1853,5.6058,232700,<1H OCEAN
-122.16,38.07,14,6360,1236,NA,1127,4.5321,190300,NEAR BAY
-121.25,37.95,46,2001,428,1384,401,1.9402,62200,INLAND
-116.97,32.76,33,3071,466,1348,513,NA,228900,<1H OCEAN
-117.87,33.89,19,1674,243,786,234,NA,275000,<1H OCEAN
-122.11,37.4,16,1994,489,1173,472,4.1875,266400,NEAR BAY
-121.61,37.06,21,5322,908,3011,895,5.5936,386800,<1H OCEAN
-118.31,34.07,20,3264,1248,2919,1191,2.3674,500001,<1H OCEAN
-118.5,34.21,36,1656,310,817,308,5.5675,215900,<1H OCEAN
-117.68,33.63,13,5830,921,2897,891,NA,257400,<1H OCEAN
-118.04,34.13,39,2485,382,1072,342,6.0878,430200,INLAND
-121.05,38.97,12,3676,550,1572,510,4.8214,201900,INLAND
-120.95,35.44,30,6346,1410,1769,887,2.6864,283600,NA
-122.07,37.37,30,2937,407,1097,407,NA,473500,NA
-118.3,33.98,44,1242,270,NA,274,2.9375,95200,<1H OCEAN
-118.14,34.16,30,2598,757,2869,769,2.1377,142300,<1H OCEAN
-117.48,33.89,14,10395,1799,6295,1855,4.7295,149900,INLAND
-121.3,38.51,19,822,134,NA,133,4.15,157500,INLAND
-121.1,39.15,10,680,143,354,140,4.0333,161500,INLAND
-122.35,37.97,43,2178,482,1545,471,2.5863,112200,NEAR BAY
-119.28,35.52,36,786,194,573,134,2.2321,37500,INLAND
-117.9,33.74,18,1884,442,1915,442,2.3783,166700,<1H OCEAN
-120.73,37.38,37,653,176,827,176,1.9236,64400,INLAND
-117.81,33.73,19,4022,975,2334,954,3.0305,140600,<1H OCEAN
-121.93,36.62,39,869,173,406,165,4.0313,253800,NEAR OCEAN
-118.37,34.17,15,3327,1011,2683,857,2.3784,185400,<1H OCEAN
-121.37,38.58,37,2839,390,1006,400,NA,280400,INLAND
-121.53,39.19,27,2080,412,1082,382,2.5495,98300,INLAND
-122.53,37.88,36,2688,485,1064,449,4.4583,308600,NEAR BAY
-118.12,33.94,33,2394,576,1166,548,2.7317,264700,<1H OCEAN
-122.09,37.21,15,1969,332,822,324,NA,394900,<1H OCEAN
-121.03,37.62,43,1241,240,612,266,2.8194,81300,INLAND
-117.9,33.65,30,1634,373,NA,364,3.4125,284100,NA
-117.3,34.24,38,4116,949,NA,422,3.5625,96500,INLAND
-120.49,37.3,50,985,309,621,250,1.3125,60900,INLAND
-122.32,37.96,34,2070,357,784,294,4.0417,182800,NEAR BAY
-121.44,38.61,33,1591,466,NA,418,1.0467,70100,INLAND
-121.84,37.29,24,3403,656,2829,612,4.775,191900,<1H OCEAN
-118.24,34.24,31,3019,469,1349,462,NA,394100,<1H OCEAN
-117.39,34.1,12,7184,1516,4862,1235,2.4492,103800,INLAND
-122.47,37.76,48,2064,484,1055,467,2.8711,329600,NA
-117.6,33.43,21,3951,562,1392,543,5.1439,414000,NEAR OCEAN
-117.23,32.73,35,2914,683,1562,638,2.5259,240200,NA
-117.27,34.07,21,418,132,401,120,1.7206,82100,INLAND
-122,36.98,20,2502,454,981,399,4.3,275000,NEAR OCEAN
-123.12,40.54,23,1091,217,539,201,1.8696,61500,INLAND
-118.48,33.99,46,2219,686,1107,590,2.5523,387500,<1H OCEAN
-117.7,34.05,24,2834,470,1815,471,4.7357,162500,INLAND
-120.98,37.64,40,1791,359,679,322,2.1458,130300,INLAND
-121.61,37.15,16,5498,729,2051,694,NA,416300,<1H OCEAN
-118.18,34.06,27,2025,565,2189,577,2.6083,148600,<1H OCEAN
-118.22,33.94,41,928,249,1108,236,3.4323,144600,<1H OCEAN
-118.22,34.1,35,4003,788,2785,764,4.1213,252100,<1H OCEAN
-118.36,34.08,52,1902,488,848,478,2.9621,175000,<1H OCEAN
-117.9,33.74,19,1566,379,1032,330,2.2105,180400,<1H OCEAN
-118.24,33.93,32,779,201,861,219,1.0625,89800,<1H OCEAN
-116.76,34.23,10,4374,989,1020,376,2.6071,89000,INLAND
-117.19,34.08,22,2467,555,1567,494,2.6536,84700,INLAND
-117.9,33.87,28,2315,538,1360,504,2.9861,218600,<1H OCEAN
-122.46,37.79,52,2106,373,743,348,5.2909,500001,NEAR BAY
-121.09,38.97,13,1467,221,688,231,5.2536,191900,INLAND
-117.27,34.13,40,1298,254,793,268,3.0721,83800,INLAND
-116.93,32.83,21,1283,278,684,289,2.3203,163500,<1H OCEAN
-117.05,32.8,23,3309,401,1116,386,NA,330600,<1H OCEAN
-117.9,33.7,15,2289,686,982,634,4.5757,162500,<1H OCEAN
-122.05,37.36,27,2621,513,1063,523,3.9848,409700,<1H OCEAN
-117.95,33.74,16,2768,600,1182,563,3.7162,201200,<1H OCEAN
-119.83,36.72,28,60,10,46,13,4.35,67500,INLAND
-121.01,37.65,52,178,53,152,62,0.4999,82500,INLAND
-116.91,34.24,23,6379,1636,1350,568,1.6336,124500,INLAND
-118.31,34.02,45,1423,278,822,276,2.4519,98100,<1H OCEAN
-121.34,38.03,12,2707,433,1200,380,4.9861,133500,INLAND
-118.1,33.74,37,997,262,531,282,4.7773,400000,NEAR OCEAN
-117.85,33.85,17,4678,1065,NA,1020,4.2276,254100,<1H OCEAN
-117.76,34.07,48,1157,247,677,218,2.8594,127200,INLAND
-122.07,37.06,31,1634,370,939,332,3.8625,232300,NA
-118.09,33.8,36,1724,322,838,328,4.4831,253900,<1H OCEAN
-118.03,33.82,20,2662,464,1275,472,6.0162,318500,<1H OCEAN
-121.01,37.72,23,1373,264,677,245,2.5486,161100,INLAND
-121.7,36.77,21,2294,478,1306,430,3.0347,227200,NA
-117.28,34.14,40,2364,438,968,416,3.4906,93300,INLAND
-122.43,37.77,52,2714,779,1438,733,3.6031,275000,NA
-117.9,33.65,27,3310,598,1402,563,NA,441100,<1H OCEAN
-120.05,36.95,31,696,254,913,248,1.4,52500,INLAND
-122.15,37.74,41,856,178,571,191,3.1458,130600,NEAR BAY
-122.71,38.91,20,41,18,94,10,1.375,55000,INLAND
-119.43,36.61,19,1484,296,1296,298,2.4219,65800,INLAND
-121.95,37.3,21,4193,1068,2487,1011,3.7188,293000,<1H OCEAN
-117.83,33.66,15,2355,438,NA,450,NA,272800,NA
-122.48,38.32,31,1701,363,680,324,3.1375,192100,<1H OCEAN
-117.25,33.06,6,9859,1448,4194,1401,NA,296200,NEAR OCEAN
-115.53,32.99,25,2578,634,2082,565,1.7159,62200,INLAND
-114.62,33.62,26,18,3,5,3,0.536,275000,INLAND
